"partie","player","stratCulture","stratParcelle","stratOrdreIrrig","stratSeau.x","stratSeau.y","stratSeau"
640,"p1","0.333333333333333",6,2,1,1,1
641,"p1","0.666666666666667",6,2,1,0,3
642,"p1","0.75",4,2,3,0,0
643,"p1","0.333333333333333",6,1,0,0,3
644,"p1","0.3",10,2,2,0,4
645,"p1","0.4",5,2,3,0,0
646,"p1","0.333333333333333",6,1,2,1,0
647,"p1","0.333333333333333",3,2,2,0,1
648,"p1","0.714285714285714",7,2,2,0,3
649,"p1","0.5",8,2,3,1,1
650,"p1","0.416666666666667",12,2,0,0,6
651,"p1","0.166666666666667",6,1,1,1,1
652,"p1","0",4,2,1,1,3
653,"p1","0.2",5,2,0,0,3
654,"p1","0.166666666666667",6,1,1,2,0
655,"p1","1",6,1,0,0,3
656,"p1","0.166666666666667",6,2,0,0,3
657,"p1","0.363636363636364",11,2,5,0,2
658,"p1","0.363636363636364",11,2,1,0,5
659,"p1","0.5",6,2,0,1,2
660,"p1","0.6",5,2,1,0,2
661,"p1","0.4",10,2,6,0,0
662,"p1","0.2",5,1,1,0,2
663,"p1","0.666666666666667",6,2,2,0,1
664,"p1","0.571428571428571",7,2,2,0,2
665,"p1","0.4",5,1,2,1,0
666,"p1","0.25",4,2,2,1,0
667,"p1","0.5",6,2,1,1,1
668,"p1","0.5",8,2,2,0,3
669,"p1","0.4",5,1,2,0,1
670,"p1","0.166666666666667",6,1,0,0,3
671,"p1","0.75",4,2,2,0,1
672,"p1","0.222222222222222",9,1,0,0,6
673,"p1","0.727272727272727",11,2,0,0,6
674,"p1","0.6",10,2,3,1,1
675,"p1","0.166666666666667",6,2,1,2,0
676,"p1","0.666666666666667",9,1,3,0,2
677,"p1","0.6",5,2,1,0,2
678,"p1","0.444444444444444",9,2,0,2,3
679,"p1","1",5,2,3,0,0
680,"p1","0.4",5,2,2,0,1
681,"p1","0.4",5,2,1,1,1
682,"p1","0.8",5,2,0,0,3
683,"p1","1",3,2,1,2,0
684,"p1","0.6",10,1,3,0,2
685,"p1","0.166666666666667",6,2,2,0,1
686,"p1","0.25",8,2,1,3,0
687,"p1","0.833333333333333",6,2,2,0,1
688,"p1","0.428571428571429",7,1,3,0,1
689,"p1","0.571428571428571",7,2,3,2,0
690,"p1","0.428571428571429",7,3,1,0,3
691,"p1","0.545454545454545",11,1,2,1,3
692,"p1","0.833333333333333",6,3,1,0,2
693,"p1","0.4",5,2,0,0,3
694,"p1","0.4",5,2,1,0,4
695,"p1","0.166666666666667",6,1,1,0,2
696,"p1","0.4",5,2,2,0,1
697,"p1","0.6",5,1,1,2,0
698,"p1","0.555555555555556",9,2,4,2,0
699,"p1","0.875",8,2,5,0,1
700,"p1","0.5",8,1,3,1,1
701,"p1","0.4",5,2,1,0,2
702,"p1","0.5",6,2,0,2,1
703,"p1","0.2",5,1,2,0,1
704,"p1","0.166666666666667",6,1,1,0,2
705,"p1","0.8",5,1,3,0,0
706,"p1","0.6",10,2,1,0,4
707,"p1","0.428571428571429",7,2,1,2,1
708,"p1","0.4",5,2,3,0,0
709,"p1","0.25",4,1,0,0,3
710,"p1","0.6",5,1,2,0,1
711,"p1","0.4",10,2,4,0,2
712,"p1","0.428571428571429",7,3,4,0,0
713,"p1","0.6",5,1,1,0,2
714,"p1","0.4",5,2,2,0,1
715,"p1","0.2",5,2,1,2,0
716,"p1","0.166666666666667",6,2,2,0,1
717,"p1","0.4",10,2,1,0,4
718,"p1","0.25",4,2,0,0,3
719,"p1","0.733333333333333",15,2,4,0,4
720,"p1","0.333333333333333",3,2,1,0,2
721,"p1","0.666666666666667",9,2,0,1,5
722,"p1","0.2",5,1,0,0,3
723,"p1","0.333333333333333",3,2,0,0,3
724,"p1","0.6",5,2,0,0,3
725,"p1","0.4",5,1,3,0,0
726,"p1","0.666666666666667",12,1,0,0,6
727,"p1","0.5",6,2,2,1,1
728,"p1","0.285714285714286",7,2,1,1,2
729,"p1","0.6",5,2,2,1,0
730,"p1","0.8",5,3,1,0,2
731,"p1","0.2",5,1,2,0,1
732,"p1","0.4",5,1,0,0,3
733,"p1","0.4",5,1,3,0,0
734,"p1","0.727272727272727",11,1,2,2,5
735,"p1","0.8",5,2,2,0,1
736,"p1","0.6",5,2,1,0,2
737,"p1","0.8",5,2,1,0,2
738,"p1","0.428571428571429",7,1,2,0,2
739,"p1","0.363636363636364",11,1,3,0,3
740,"p1","0.5",6,2,0,0,3
741,"p1","0.555555555555556",9,1,1,0,4
742,"p1","0.4",5,2,0,0,3
743,"p1","0.222222222222222",9,1,0,3,2
744,"p1","0.285714285714286",7,1,1,0,3
745,"p1","0.4",5,2,3,0,0
746,"p1","0.4",5,2,3,0,0
747,"p1","0.333333333333333",6,2,1,0,2
748,"p1","0.363636363636364",11,2,3,2,1
749,"p1","0",4,1,3,0,0
750,"p1","0.4",5,1,3,0,0
751,"p1","0.583333333333333",12,2,3,0,3
752,"p1","0.333333333333333",6,1,0,0,3
753,"p1","0.666666666666667",6,2,0,0,3
754,"p1","0.4",5,1,1,0,2
755,"p1","0.5",6,2,1,0,2
756,"p1","0.25",4,1,1,0,2
757,"p1","0.3",10,2,6,0,0
758,"p1","0.333333333333333",3,1,1,0,2
759,"p1","0.571428571428571",7,1,2,0,2
760,"p1","0.5",4,2,4,0,0
761,"p1","0.666666666666667",6,1,3,0,1
762,"p1","0.75",4,1,2,1,0
763,"p1","0.5",8,1,3,0,1
764,"p1","0.333333333333333",12,2,4,2,2
765,"p1","0.4",10,2,2,1,3
766,"p1","0.461538461538462",13,2,4,1,3
767,"p1","0.333333333333333",6,1,2,0,1
768,"p1","0.4",10,2,0,0,6
769,"p1","0.5",4,2,2,1,0
770,"p1","0.75",4,2,2,1,0
771,"p1","0.25",4,2,1,0,2
772,"p1","0.666666666666667",12,1,5,0,2
773,"p1","0.8",5,2,1,0,3
774,"p1","0.571428571428571",14,1,0,0,8
775,"p1","0.4",5,2,5,0,0
776,"p1","0.5",4,1,2,0,1
777,"p1","0.8",5,3,3,0,2
778,"p1","0.4",5,2,0,0,3
779,"p1","0.8",5,1,1,0,2
780,"p1","0.6",5,2,2,1,1
781,"p1","0.5",8,2,0,0,5
782,"p1","0.357142857142857",14,1,4,2,2
783,"p1","0.6",5,2,0,0,3
784,"p1","0.75",4,2,2,1,0
785,"p1","0.444444444444444",9,2,3,0,3
786,"p1","0.5",8,2,0,0,6
787,"p1","0.833333333333333",6,1,2,1,0
788,"p1","0.4",5,1,2,0,1
789,"p1","0.2",5,1,2,0,1
790,"p1","0.545454545454545",11,2,2,3,1
791,"p1","0.555555555555556",9,2,3,0,2
792,"p1","0.6",5,1,2,1,0
793,"p1","0.428571428571429",7,2,2,0,2
794,"p1","0.2",5,2,1,0,2
795,"p1","0.285714285714286",7,1,1,0,3
796,"p1","0.833333333333333",6,2,2,1,0
797,"p1","0.636363636363636",11,2,3,2,1
798,"p1","0.5",6,1,1,0,2
799,"p1","0.833333333333333",6,2,0,0,3
800,"p1","0.75",4,2,0,0,3
801,"p1","0.6",5,2,2,0,1
802,"p1","0.5",6,1,0,0,3
803,"p1","0.666666666666667",6,1,2,0,1
804,"p1","0.545454545454545",11,1,4,2,0
805,"p1","0.714285714285714",7,2,2,1,1
806,"p1","0.416666666666667",12,2,3,0,3
807,"p1","0.5",6,2,1,1,1
808,"p1","0.75",8,2,1,0,4
809,"p1","0.285714285714286",7,2,3,0,1
810,"p1","0.5",6,1,0,0,3
811,"p1","0.666666666666667",3,2,2,0,1
812,"p1","0.2",5,1,3,0,0
813,"p1","0.4",5,1,4,0,0
814,"p1","0.363636363636364",11,1,5,0,1
815,"p1","0.833333333333333",6,2,0,0,3
816,"p1","0.583333333333333",12,2,2,3,1
817,"p1","0.4",5,2,3,0,0
818,"p1","0.4",5,1,2,1,0
819,"p1","0.8",5,2,0,0,3
820,"p1","0.363636363636364",11,2,5,0,1
821,"p1","0.363636363636364",11,1,2,0,4
822,"p1","0.545454545454545",11,1,4,0,2
823,"p1","0",4,2,2,1,0
824,"p1","0.444444444444444",9,1,0,0,5
825,"p1","0.6",5,2,2,0,1
826,"p1","0.428571428571429",7,2,1,1,2
827,"p1","0.166666666666667",6,3,0,0,3
828,"p1","0.5",6,1,2,0,1
829,"p1","0.5",6,1,1,0,2
830,"p1","0.5",4,1,3,0,0
831,"p1","0.4",5,2,3,0,0
832,"p1","0.5",8,3,4,0,2
833,"p1","0.833333333333333",6,1,1,0,2
834,"p1","0.5",12,2,1,0,5
835,"p1","0.5",4,1,2,0,1
836,"p1","0",4,1,1,0,2
837,"p1","0.5",6,1,1,0,2
838,"p1","0.3",10,1,2,0,4
839,"p1","0.571428571428571",7,1,3,0,1
840,"p1","0.4",5,2,1,0,2
841,"p1","0.6",5,2,0,1,2
842,"p1","0.461538461538462",13,2,4,2,2
843,"p1","0.8",5,2,2,0,1
844,"p1","0.5",6,2,3,0,0
845,"p1","0",7,3,2,1,1
846,"p1","0",4,2,2,0,1
847,"p1","0",6,2,0,0,3
848,"p1","0.444444444444444",9,3,0,2,4
849,"p1","0.333333333333333",9,2,1,1,3
850,"p1","0.5",4,1,2,1,0
851,"p1","0.5",4,1,2,0,1
852,"p1","0.6",5,1,0,0,3
853,"p1","0.6",5,2,0,0,3
854,"p1","0.636363636363636",11,1,2,1,3
855,"p1","0.428571428571429",7,2,2,2,0
856,"p1","0.307692307692308",13,2,5,1,1
857,"p1","0.5",4,2,0,0,3
858,"p1","0.5",4,2,2,0,1
859,"p1","0.555555555555556",9,1,3,0,2
860,"p1","0.666666666666667",6,2,4,0,0
861,"p1","0",5,2,1,2,0
862,"p1","0.545454545454545",11,1,3,0,4
863,"p1","0.444444444444444",9,1,3,0,2
864,"p1","0.5",6,2,2,0,1
865,"p1","0.666666666666667",6,2,2,0,1
866,"p1","0.666666666666667",6,2,2,1,0
867,"p1","0.166666666666667",6,1,2,0,1
868,"p1","0.5",6,2,0,0,3
869,"p1","0.636363636363636",11,3,1,0,5
870,"p1","0.25",4,1,2,1,0
871,"p1","0.333333333333333",6,3,4,0,0
872,"p1","0.5",6,2,1,1,1
873,"p1","0.4",5,2,2,0,1
874,"p1","0.2",5,1,2,0,2
875,"p1","0.333333333333333",6,2,0,0,3
876,"p1","0.25",4,2,3,0,0
877,"p1","0.833333333333333",6,3,1,0,2
878,"p1","0.5",4,2,2,0,1
879,"p1","0.4",5,2,1,0,2
880,"p1","0.4",5,2,3,0,0
881,"p1","0.375",8,1,1,0,5
882,"p1","0.25",8,2,4,0,0
883,"p1","0.6",10,2,4,0,2
884,"p1","0.6",5,3,2,0,1
885,"p1","0.333333333333333",6,3,4,0,0
886,"p1","0.272727272727273",11,2,1,0,5
887,"p1","0.166666666666667",6,2,4,0,0
888,"p1","0.333333333333333",6,2,0,0,3
889,"p1","0.4",5,2,3,0,0
890,"p1","0.75",8,2,4,1,1
891,"p1","0.333333333333333",6,2,1,0,2
892,"p1","0.666666666666667",6,1,2,0,1
893,"p1","0.5",6,3,2,2,0
894,"p1","0",5,2,2,1,0
895,"p1","0.5",10,1,4,1,2
896,"p1","0.666666666666667",3,2,3,0,0
897,"p1","0.428571428571429",7,1,0,0,4
898,"p1","0.75",4,2,0,0,3
899,"p1","0.666666666666667",6,2,0,0,5
900,"p1","0.8",5,2,3,0,0
1,"p2","0.375",8,2,6,0,0
2,"p2","0.714285714285714",7,1,4,0,1
3,"p2","0.428571428571429",7,2,5,0,0
4,"p2","0.5",10,2,6,0,0
5,"p2","0.454545454545455",11,2,6,0,0
6,"p2","0.25",4,1,5,0,0
7,"p2","0.636363636363636",11,1,6,0,0
8,"p2","0.4",10,2,3,1,2
9,"p2","0.555555555555556",9,2,6,0,0
10,"p2","0.454545454545455",11,2,3,0,3
11,"p2","0.5",10,2,6,0,0
12,"p2","0.3",10,2,5,0,1
13,"p2","0.5",12,1,8,0,0
14,"p2","0.7",10,2,6,0,0
15,"p2","0.285714285714286",7,1,3,0,1
16,"p2","0.333333333333333",6,1,5,0,0
17,"p2","0.777777777777778",9,2,6,0,0
18,"p2","0.75",12,2,6,0,0
19,"p2","0.5",10,2,6,0,0
20,"p2","0.3",10,2,2,0,4
21,"p2","0.5",10,2,6,0,0
22,"p2","0.6",10,2,6,0,0
23,"p2","0.583333333333333",12,2,6,0,0
24,"p2","0.636363636363636",11,1,6,0,0
25,"p2","0.583333333333333",12,2,6,0,0
26,"p2","0.5",8,2,4,2,0
27,"p2","0.333333333333333",9,1,2,2,2
28,"p2","0.5",10,1,6,0,0
29,"p2","0.777777777777778",9,2,6,0,0
30,"p2","0.75",8,1,2,0,4
31,"p2","0.333333333333333",6,1,3,0,1
32,"p2","0.666666666666667",12,2,6,0,0
33,"p2","0.333333333333333",12,2,6,0,0
34,"p2","0.125",8,1,4,0,1
35,"p2","0.5",10,1,6,0,0
36,"p2","0.7",10,2,6,0,0
37,"p2","0.545454545454545",11,1,6,0,0
38,"p2","0.636363636363636",11,1,6,0,0
39,"p2","0.5",8,2,2,0,4
40,"p2","0.333333333333333",9,2,4,2,0
41,"p2","0.5",10,1,6,0,0
42,"p2","0.454545454545455",11,2,6,0,0
43,"p2","0.454545454545455",11,2,6,0,0
44,"p2","0.6",10,2,2,0,4
45,"p2","0.2",10,2,6,0,0
46,"p2","0.555555555555556",9,2,6,0,0
47,"p2","0.625",8,2,5,0,0
48,"p2","0.666666666666667",9,1,6,0,0
49,"p2","0.5",12,2,6,0,0
50,"p2","0.416666666666667",12,2,6,0,0
51,"p2","0.5",12,1,4,1,1
52,"p2","0.5",14,2,5,0,2
53,"p2","0.454545454545455",11,2,6,0,0
54,"p2","0.5",4,2,4,0,0
55,"p2","0.583333333333333",12,1,7,0,0
56,"p2","0.555555555555556",9,2,6,0,0
57,"p2","0.454545454545455",11,1,2,0,4
58,"p2","0.142857142857143",7,1,6,0,0
59,"p2","0.636363636363636",11,1,6,0,0
60,"p2","0.454545454545455",11,2,6,0,0
61,"p2","0.5",10,2,4,0,2
62,"p2","0.5",12,2,6,0,0
63,"p2","0.25",12,2,6,0,0
64,"p2","0.444444444444444",9,1,4,1,1
65,"p2","0.4",10,2,6,0,0
66,"p2","0.2",10,2,6,0,0
67,"p2","0.454545454545455",11,2,6,0,0
68,"p2","0.545454545454545",11,1,2,0,4
69,"p2","0.555555555555556",9,3,6,0,0
70,"p2","0.75",12,2,6,0,0
71,"p2","0.5",10,1,6,0,0
72,"p2","0.6",10,1,6,0,0
73,"p2","0.625",8,3,4,0,0
74,"p2","0.444444444444444",9,2,6,0,0
75,"p2","0.4",10,2,6,0,0
76,"p2","0.625",8,1,6,0,0
77,"p2","0.555555555555556",9,2,6,0,0
78,"p2","0.363636363636364",11,2,6,0,0
79,"p2","0.5",6,1,3,0,1
80,"p2","0.5",12,2,6,0,0
81,"p2","0.545454545454545",11,1,4,0,2
82,"p2","0.615384615384615",13,2,5,0,2
83,"p2","0.4",10,1,6,0,0
84,"p2","0.142857142857143",7,1,3,1,0
85,"p2","0.5",8,2,5,0,0
86,"p2","0.428571428571429",7,1,2,0,3
87,"p2","0.714285714285714",7,1,4,0,1
88,"p2","0.5",12,1,4,2,1
89,"p2","0.454545454545455",11,2,6,0,0
90,"p2","0.727272727272727",11,2,6,0,0
91,"p2","0.3125",16,2,2,0,6
92,"p2","0.25",12,1,6,0,0
93,"p2","0.555555555555556",9,1,4,2,0
94,"p2","0.545454545454545",11,2,5,0,2
95,"p2","0.6",10,2,6,0,0
96,"p2","0.375",8,2,5,0,0
97,"p2","0.416666666666667",12,2,6,0,0
98,"p2","0.727272727272727",11,2,6,0,0
99,"p2","0.454545454545455",11,2,6,0,0
100,"p2","0.75",12,2,6,0,1
101,"p2","0.375",8,2,6,0,0
102,"p2","0.545454545454545",11,2,6,0,0
103,"p2","0.333333333333333",9,1,6,0,0
104,"p2","0.333333333333333",9,1,6,0,0
105,"p2","0.363636363636364",11,1,4,0,2
106,"p2","0.545454545454545",11,1,6,0,0
107,"p2","0.454545454545455",11,2,4,2,0
108,"p2","0.416666666666667",12,2,6,0,0
109,"p2","0.454545454545455",11,2,6,0,0
110,"p2","0.545454545454545",11,1,4,0,2
111,"p2","0.5",8,2,6,0,0
112,"p2","0.7",10,1,6,0,0
113,"p2","0.454545454545455",11,2,6,0,2
114,"p2","0.3",10,1,4,0,2
115,"p2","0.272727272727273",11,2,5,1,0
116,"p2","0.714285714285714",7,1,5,0,0
117,"p2","0.2",5,1,4,0,0
118,"p2","0.444444444444444",9,2,6,0,0
119,"p2","0.5",8,1,5,0,0
120,"p2","0.636363636363636",11,1,6,0,0
121,"p2","0.555555555555556",9,1,6,0,0
122,"p2","0.333333333333333",6,2,5,0,0
123,"p2","0.545454545454545",11,1,6,0,0
124,"p2","0.25",12,1,5,0,1
125,"p2","0.727272727272727",11,2,6,0,0
126,"p2","0.125",8,2,6,0,0
127,"p2","0.333333333333333",9,2,5,0,0
128,"p2","0.285714285714286",7,1,6,0,0
129,"p2","0.363636363636364",11,1,4,0,2
130,"p2","0.5",12,2,6,0,0
131,"p2","0.7",10,2,6,0,0
132,"p2","0.272727272727273",11,3,6,0,0
133,"p2","0.857142857142857",7,2,5,0,0
134,"p2","0.8",10,2,6,0,0
135,"p2","0.727272727272727",11,2,6,0,0
136,"p2","0.2",10,1,7,0,0
137,"p2","0.5",10,2,6,0,0
138,"p2","0.363636363636364",11,1,2,0,4
139,"p2","0.375",8,2,5,0,0
140,"p2","0.75",12,2,6,0,0
141,"p2","0.4",10,3,4,2,0
142,"p2","0.3",10,2,6,0,0
143,"p2","0.333333333333333",6,1,2,0,3
144,"p2","0.555555555555556",9,2,6,0,0
145,"p2","0.454545454545455",11,2,6,0,0
146,"p2","0.454545454545455",11,2,6,0,0
147,"p2","0.375",8,1,6,0,0
148,"p2","0.5",10,2,6,0,0
149,"p2","0.272727272727273",11,1,6,0,0
150,"p2","0.555555555555556",9,2,6,0,0
151,"p2","0.428571428571429",7,1,5,0,0
152,"p2","0.4",10,2,6,0,0
153,"p2","0.375",8,2,5,0,0
154,"p2","0.75",8,1,4,0,0
155,"p2","0.5",12,2,3,0,3
156,"p2","0.888888888888889",9,1,4,0,2
157,"p2","0.5",12,2,6,0,0
158,"p2","0.428571428571429",7,3,5,0,1
159,"p2","0.444444444444444",9,2,5,0,1
160,"p2","0.5",6,2,4,0,0
161,"p2","0.8",5,2,6,0,0
162,"p2","0.6",10,1,6,0,0
163,"p2","0.333333333333333",9,2,4,1,1
164,"p2","0.428571428571429",14,1,5,2,1
165,"p2","0.2",10,2,6,0,0
166,"p2","0.555555555555556",9,2,2,1,3
167,"p2","0.428571428571429",14,1,4,2,1
168,"p2","0.285714285714286",7,1,6,0,0
169,"p2","0.363636363636364",11,3,6,0,0
170,"p2","0.454545454545455",11,1,6,0,0
171,"p2","0.636363636363636",11,1,5,0,1
172,"p2","0.3",10,3,6,0,0
173,"p2","0.5",14,1,3,2,2
174,"p2","0.5",12,1,5,0,1
175,"p2","0.727272727272727",11,2,5,0,1
176,"p2","0.666666666666667",6,1,5,0,0
177,"p2","0.357142857142857",14,2,5,0,4
178,"p2","0.8",10,2,5,0,1
179,"p2","0.636363636363636",11,1,6,0,0
180,"p2","0.454545454545455",11,2,4,0,2
181,"p2","0.333333333333333",6,2,6,0,0
182,"p2","0.428571428571429",14,1,5,2,1
183,"p2","0.428571428571429",7,3,5,2,0
184,"p2","0.363636363636364",11,1,6,0,0
185,"p2","0.4",10,1,6,0,0
186,"p2","0.444444444444444",9,1,6,0,0
187,"p2","0",4,1,2,1,0
188,"p2","0.4",10,1,6,0,0
189,"p2","0.454545454545455",11,2,6,0,0
190,"p2","0.75",8,2,6,0,0
191,"p2","0",8,2,6,0,0
192,"p2","0.5",12,2,6,0,0
193,"p2","0.375",8,2,6,0,0
194,"p2","0.545454545454545",11,2,7,0,0
195,"p2","0.75",4,2,4,0,0
196,"p2","0.5",8,1,2,0,4
197,"p2","0.454545454545455",11,1,6,0,0
198,"p2","0.6",10,2,6,0,0
199,"p2","0.818181818181818",11,3,6,0,0
200,"p2","0.545454545454545",11,2,6,0,0
201,"p2","0.583333333333333",12,2,5,0,1
202,"p2","0.4",10,2,6,0,0
203,"p2","0.2",10,2,6,0,0
204,"p2","0.454545454545455",11,2,6,0,0
205,"p2","0.6",10,1,6,0,0
206,"p2","0.75",8,2,4,0,0
207,"p2","0.4",15,2,5,1,2
208,"p2","0.375",8,1,6,0,0
209,"p2","0.636363636363636",11,3,6,0,0
210,"p2","0.333333333333333",9,2,6,0,0
211,"p2","0.2",10,1,6,0,0
212,"p2","0.666666666666667",9,2,6,0,0
213,"p2","0.428571428571429",7,2,6,0,0
214,"p2","0.666666666666667",9,2,6,0,0
215,"p2","0.545454545454545",11,1,3,0,3
216,"p2","0.428571428571429",14,1,7,0,0
217,"p2","0.636363636363636",11,3,6,0,0
218,"p2","0.272727272727273",11,2,6,0,0
219,"p2","0.444444444444444",9,2,6,0,0
220,"p2","0.636363636363636",11,2,5,0,2
221,"p2","0.5",10,2,6,0,0
222,"p2","0.727272727272727",11,2,6,0,0
223,"p2","0.625",8,3,5,0,0
224,"p2","0.3",10,2,4,1,0
225,"p2","0.454545454545455",11,1,6,0,0
226,"p2","0.25",8,1,6,0,0
227,"p2","0.454545454545455",11,2,6,0,0
228,"p2","0.555555555555556",9,1,4,0,2
229,"p2","0.5",12,2,2,0,4
230,"p2","0.555555555555556",9,1,4,1,1
231,"p2","0.428571428571429",7,1,6,0,0
232,"p2","0.285714285714286",7,1,5,0,0
233,"p2","0.363636363636364",11,1,6,0,0
234,"p2","0.555555555555556",9,2,6,0,0
235,"p2","0.571428571428571",7,2,5,0,0
236,"p2","0.4",10,1,6,0,0
237,"p2","0.583333333333333",12,2,6,0,0
238,"p2","0.5",6,2,4,0,0
239,"p2","0.444444444444444",9,2,3,0,3
240,"p2","0.777777777777778",9,2,5,0,1
241,"p2","0.454545454545455",11,1,3,0,3
242,"p2","0.5",12,2,6,0,0
243,"p2","0.555555555555556",9,2,6,0,0
244,"p2","0.818181818181818",11,1,6,0,0
245,"p2","0.111111111111111",9,2,6,0,0
246,"p2","0.428571428571429",7,1,6,0,0
247,"p2","0.75",8,2,6,0,0
248,"p2","0.7",10,1,6,0,0
249,"p2","0.636363636363636",11,1,6,0,0
250,"p2","0.625",8,2,6,0,0
251,"p2","0.5",12,1,6,0,0
252,"p2","0.266666666666667",15,2,6,0,2
253,"p2","0.416666666666667",12,2,6,0,0
254,"p2","0.5",12,2,6,0,0
255,"p2","0.4",10,2,6,0,0
256,"p2","0.666666666666667",12,2,5,0,1
257,"p2","0.3",10,1,6,0,0
258,"p2","0.625",8,1,2,0,4
259,"p2","0.625",8,2,6,0,0
260,"p2","1",6,1,4,0,0
261,"p2","0.222222222222222",9,2,6,0,0
262,"p2","0.5",10,1,6,0,0
263,"p2","0.272727272727273",11,2,6,0,0
264,"p2","0.3",10,2,4,2,0
265,"p2","0.4",10,1,6,0,0
266,"p2","0.230769230769231",13,1,6,0,2
267,"p2","0.2",10,2,4,0,2
268,"p2","0.727272727272727",11,1,6,0,0
269,"p2","0.3",10,2,6,0,0
270,"p2","0.5",4,2,3,1,0
271,"p2","0.5",10,2,6,0,0
272,"p2","0.222222222222222",9,1,6,0,0
273,"p2","0.571428571428571",7,3,3,0,1
274,"p2","0.428571428571429",7,1,4,0,0
275,"p2","0.777777777777778",9,2,6,0,0
276,"p2","0.555555555555556",9,2,4,0,2
277,"p2","0.555555555555556",9,2,6,0,0
278,"p2","0.5",10,2,6,0,0
279,"p2","0.636363636363636",11,2,4,0,2
280,"p2","0.285714285714286",7,2,5,0,0
281,"p2","0.7",10,2,2,4,0
282,"p2","0.625",8,2,6,0,0
283,"p2","0.545454545454545",11,2,6,0,0
284,"p2","0.444444444444444",9,1,4,0,2
285,"p2","0.454545454545455",11,2,6,0,0
286,"p2","0.454545454545455",11,1,2,0,4
287,"p2","0.727272727272727",11,2,6,0,0
288,"p2","0.714285714285714",7,2,6,0,0
289,"p2","0.555555555555556",9,2,6,0,0
290,"p2","0.333333333333333",12,2,6,0,0
291,"p2","0.5",8,2,6,0,0
292,"p2","0.5",10,1,6,0,0
293,"p2","0.6",10,1,6,0,0
294,"p2","0.444444444444444",9,2,6,0,0
295,"p2","0.6",10,1,5,0,2
296,"p2","0.4",10,2,6,0,0
297,"p2","0.416666666666667",12,1,4,2,0
298,"p2","0.444444444444444",9,1,4,2,0
299,"p2","0.666666666666667",12,2,4,0,3
300,"p2","0.333333333333333",12,2,6,0,0
301,"p2","0.4",10,2,6,0,0
302,"p2","0.5",10,2,6,0,0
303,"p2","0.454545454545455",11,1,6,0,0
304,"p2","0.8",10,1,6,0,0
305,"p2","0.571428571428571",7,2,2,0,4
306,"p2","0.5",10,2,5,0,0
307,"p2","0.545454545454545",11,2,6,0,0
308,"p2","0.363636363636364",11,1,6,0,0
309,"p2","0.5",6,1,4,0,0
310,"p2","0.615384615384615",13,3,5,1,2
311,"p2","0.571428571428571",7,2,3,0,3
312,"p2","0.416666666666667",12,2,6,0,0
313,"p2","0.8",5,2,4,0,0
314,"p2","0.583333333333333",12,2,6,0,0
315,"p2","0.583333333333333",12,2,6,0,0
316,"p2","0.666666666666667",12,2,6,0,0
317,"p2","0.3",10,2,6,0,0
318,"p2","0.75",8,2,5,0,0
319,"p2","0.333333333333333",6,1,4,0,0
320,"p2","0.5",12,2,6,0,0
321,"p2","0.7",10,1,6,0,0
322,"p2","0.666666666666667",9,2,6,0,0
323,"p2","0.375",8,2,5,0,0
324,"p2","0.6",5,2,4,0,0
325,"p2","0.545454545454545",11,2,6,0,0
326,"p2","0.6",10,2,6,0,0
327,"p2","0.75",8,2,5,0,1
328,"p2","0.5",10,1,6,0,0
329,"p2","0.444444444444444",9,3,6,0,0
330,"p2","0.7",10,1,6,0,0
331,"p2","0.428571428571429",7,1,5,0,0
332,"p2","0.333333333333333",6,1,2,0,2
333,"p2","0.583333333333333",12,1,6,0,0
334,"p2","0.5",6,2,3,0,1
335,"p2","0.125",8,2,5,0,0
336,"p2","0.545454545454545",11,1,6,0,0
337,"p2","0.6",10,2,5,0,0
338,"p2","0.6",10,2,6,0,0
339,"p2","0.636363636363636",11,2,6,0,0
340,"p2","0.5",12,1,6,0,0
341,"p2","0.416666666666667",12,1,6,0,0
342,"p2","0.272727272727273",11,2,6,0,0
343,"p2","0.181818181818182",11,1,6,0,0
344,"p2","0.222222222222222",9,2,5,0,0
345,"p2","0.4",10,2,6,0,0
346,"p2","0.625",8,1,6,0,0
347,"p2","0.6",10,1,4,0,2
348,"p2","0.230769230769231",13,2,4,0,3
349,"p2","0.545454545454545",11,2,6,0,0
350,"p2","0.375",8,2,5,0,0
351,"p2","0.444444444444444",9,2,6,0,0
352,"p2","0.416666666666667",12,2,6,0,2
353,"p2","0.3",10,3,6,0,0
354,"p2","0.4",10,1,2,0,4
355,"p2","0.363636363636364",11,1,5,1,0
356,"p2","0.583333333333333",12,3,6,0,0
357,"p2","0.571428571428571",7,2,2,0,4
358,"p2","0.5",10,2,6,0,0
359,"p2","0.625",8,1,6,0,0
360,"p2","0.555555555555556",9,1,6,0,0
361,"p2","0",10,1,6,0,0
362,"p2","0.714285714285714",7,2,2,0,2
363,"p2","0.5",8,2,5,0,0
364,"p2","0.714285714285714",7,1,6,0,0
365,"p2","0.6",10,1,6,0,0
366,"p2","0.583333333333333",12,2,6,0,0
367,"p2","0.545454545454545",11,1,6,0,0
368,"p2","0.75",12,1,6,0,0
369,"p2","0.5",10,2,4,0,2
370,"p2","0.333333333333333",12,2,6,0,0
371,"p2","0.583333333333333",12,1,6,0,0
372,"p2","0.272727272727273",11,2,6,0,0
373,"p2","0.555555555555556",9,1,3,0,3
